main500_task_id	all750_idx0	specimen_id	image_exists	chosen_image_path	original_local_jpeg	candidate_paths	DOI	jpegURL	jsonURL	occurrenceID
109	109	E00020889	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0110_E00020889.jpg	data_rds/02_raw_images/main500/main500_row0110_E00020889.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0110_E00020889.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0110_E00020889.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0110_E00020889.jpg	http://dx.doi.org/10.5281/zenodo.1483565	https://zenodo.org/record/1483565/files/E00020889.jpg	https://zenodo.org/record/1483565/files/E00020889.json	http://data.rbge.org.uk/herb/E00020889
110	110	K000772682	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0111_K000772682.jpg	data_rds/02_raw_images/main500/main500_row0111_K000772682.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0111_K000772682.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0111_K000772682.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0111_K000772682.jpg	http://dx.doi.org/10.5281/zenodo.1485945	https://zenodo.org/record/1485945/files/K000772682.jpg	https://zenodo.org/record/1485945/files/K000772682.json	http://specimens.kew.org/herbarium/K000772682
111	111	L.1785984	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0112_L.1785984.jpg	data_rds/02_raw_images/main500/main500_row0112_L.1785984.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0112_L.1785984.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0112_L.1785984.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0112_L.1785984.jpg	http://dx.doi.org/10.5281/zenodo.1486856	https://zenodo.org/record/1486856/files/L.1785984.jpg	https://zenodo.org/record/1486856/files/L.1785984.json	http://data.biodiversitydata.nl/naturalis/specimen/L.1785984
112	112	E00016304	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0113_E00016304.jpg	data_rds/02_raw_images/main500/main500_row0113_E00016304.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0113_E00016304.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0113_E00016304.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0113_E00016304.jpg	http://dx.doi.org/10.5281/zenodo.1483555	https://zenodo.org/record/1483555/files/E00016304.jpg	https://zenodo.org/record/1483555/files/E00016304.json	http://data.rbge.org.uk/herb/E00016304
113	113	K000790215	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0114_K000790215.jpg	data_rds/02_raw_images/main500/main500_row0114_K000790215.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0114_K000790215.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0114_K000790215.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0114_K000790215.jpg	http://dx.doi.org/10.5281/zenodo.1485981	https://zenodo.org/record/1485981/files/K000790215.jpg	https://zenodo.org/record/1485981/files/K000790215.json	http://specimens.kew.org/herbarium/K000790215
114	114	K000790247	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0115_K000790247.jpg	data_rds/02_raw_images/main500/main500_row0115_K000790247.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0115_K000790247.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0115_K000790247.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0115_K000790247.jpg	http://dx.doi.org/10.5281/zenodo.1485985	https://zenodo.org/record/1485985/files/K000790247.jpg	https://zenodo.org/record/1485985/files/K000790247.json	http://specimens.kew.org/herbarium/K000790247
115	115	E00432481	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0116_E00432481.jpg	data_rds/02_raw_images/main500/main500_row0116_E00432481.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0116_E00432481.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0116_E00432481.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0116_E00432481.jpg	http://dx.doi.org/10.5281/zenodo.1484074	https://zenodo.org/record/1484074/files/E00432481.jpg	https://zenodo.org/record/1484074/files/E00432481.json	http://data.rbge.org.uk/herb/E00432481
116	116	E00414415	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0117_E00414415.jpg	data_rds/02_raw_images/main500/main500_row0117_E00414415.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0117_E00414415.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0117_E00414415.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0117_E00414415.jpg	http://dx.doi.org/10.5281/zenodo.1484034	https://zenodo.org/record/1484034/files/E00414415.jpg	https://zenodo.org/record/1484034/files/E00414415.json	http://data.rbge.org.uk/herb/E00414415
117	117	L.1374725	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0118_L.1374725.jpg	data_rds/02_raw_images/main500/main500_row0118_L.1374725.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0118_L.1374725.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0118_L.1374725.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0118_L.1374725.jpg	http://dx.doi.org/10.5281/zenodo.1486826	https://zenodo.org/record/1486826/files/L.1374725.jpg	https://zenodo.org/record/1486826/files/L.1374725.json	http://data.biodiversitydata.nl/naturalis/specimen/L.1374725
118	118	E00062569	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0119_E00062569.jpg	data_rds/02_raw_images/main500/main500_row0119_E00062569.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0119_E00062569.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0119_E00062569.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0119_E00062569.jpg	http://dx.doi.org/10.5281/zenodo.1483621	https://zenodo.org/record/1483621/files/E00062569.jpg	https://zenodo.org/record/1483621/files/E00062569.json	http://data.rbge.org.uk/herb/E00062569
119	119	E00062538	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0120_E00062538.jpg	data_rds/02_raw_images/main500/main500_row0120_E00062538.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0120_E00062538.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0120_E00062538.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0120_E00062538.jpg	http://dx.doi.org/10.5281/zenodo.1483615	https://zenodo.org/record/1483615/files/E00062538.jpg	https://zenodo.org/record/1483615/files/E00062538.json	http://data.rbge.org.uk/herb/E00062538
120	120	E00652940	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0121_E00652940.jpg	data_rds/02_raw_images/main500/main500_row0121_E00652940.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0121_E00652940.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0121_E00652940.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0121_E00652940.jpg	http://dx.doi.org/10.5281/zenodo.1484158	https://zenodo.org/record/1484158/files/E00652940.jpg	https://zenodo.org/record/1484158/files/E00652940.json	http://data.rbge.org.uk/herb/E00652940
121	121	E00659505	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0122_E00659505.jpg	data_rds/02_raw_images/main500/main500_row0122_E00659505.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0122_E00659505.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0122_E00659505.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0122_E00659505.jpg	http://dx.doi.org/10.5281/zenodo.1484168	https://zenodo.org/record/1484168/files/E00659505.jpg	https://zenodo.org/record/1484168/files/E00659505.json	http://data.rbge.org.uk/herb/E00659505
122	122	L.1188986	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0123_L.1188986.jpg	data_rds/02_raw_images/main500/main500_row0123_L.1188986.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0123_L.1188986.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0123_L.1188986.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0123_L.1188986.jpg	http://dx.doi.org/10.5281/zenodo.1486818	https://zenodo.org/record/1486818/files/L.1188986.jpg	https://zenodo.org/record/1486818/files/L.1188986.json	http://data.biodiversitydata.nl/naturalis/specimen/L.1188986
123	123	E00317162	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0124_E00317162.jpg	data_rds/02_raw_images/main500/main500_row0124_E00317162.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0124_E00317162.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0124_E00317162.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0124_E00317162.jpg	http://dx.doi.org/10.5281/zenodo.1483938	https://zenodo.org/record/1483938/files/E00317162.jpg	https://zenodo.org/record/1483938/files/E00317162.json	http://data.rbge.org.uk/herb/E00317162
124	124	P02140487	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0125_P02140487.jpg	data_rds/02_raw_images/main500/main500_row0125_P02140487.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0125_P02140487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0125_P02140487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0125_P02140487.jpg	http://dx.doi.org/10.5281/zenodo.1487260	https://zenodo.org/record/1487260/files/P02140487.jpg	https://zenodo.org/record/1487260/files/P02140487.json	http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140487
125	125	L.3727830	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0126_L.3727830.jpg	data_rds/02_raw_images/main500/main500_row0126_L.3727830.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0126_L.3727830.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0126_L.3727830.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0126_L.3727830.jpg	http://dx.doi.org/10.5281/zenodo.1487062	https://zenodo.org/record/1487062/files/L.3727830.jpg	https://zenodo.org/record/1487062/files/L.3727830.json	http://data.biodiversitydata.nl/naturalis/specimen/L.3727830
126	126	K001071525	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0127_K001071525.jpg	data_rds/02_raw_images/main500/main500_row0127_K001071525.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0127_K001071525.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0127_K001071525.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0127_K001071525.jpg	http://dx.doi.org/10.5281/zenodo.1486620	https://zenodo.org/record/1486620/files/K001071525.jpg	https://zenodo.org/record/1486620/files/K001071525.json	http://specimens.kew.org/herbarium/K001071525
127	127	K001203456	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0128_K001203456.jpg	data_rds/02_raw_images/main500/main500_row0128_K001203456.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0128_K001203456.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0128_K001203456.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0128_K001203456.jpg	http://dx.doi.org/10.5281/zenodo.1486695	https://zenodo.org/record/1486695/files/K001203456.jpg	https://zenodo.org/record/1486695/files/K001203456.json	http://specimens.kew.org/herbarium/K001203456
128	128	L.1499291	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0129_L.1499291.jpg	data_rds/02_raw_images/main500/main500_row0129_L.1499291.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0129_L.1499291.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0129_L.1499291.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0129_L.1499291.jpg	http://dx.doi.org/10.5281/zenodo.1486838	https://zenodo.org/record/1486838/files/L.1499291.jpg	https://zenodo.org/record/1486838/files/L.1499291.json	http://data.biodiversitydata.nl/naturalis/specimen/L.1499291
129	129	E00026850	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0130_E00026850.jpg	data_rds/02_raw_images/main500/main500_row0130_E00026850.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0130_E00026850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0130_E00026850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0130_E00026850.jpg	http://dx.doi.org/10.5281/zenodo.1483591	https://zenodo.org/record/1483591/files/E00026850.jpg	https://zenodo.org/record/1483591/files/E00026850.json	http://data.rbge.org.uk/herb/E00026850
130	130	BM000799936	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0131_BM000799936.jpg	data_rds/02_raw_images/main500/main500_row0131_BM000799936.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0131_BM000799936.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0131_BM000799936.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0131_BM000799936.jpg	http://dx.doi.org/10.5281/zenodo.1480338	https://zenodo.org/record/1480338/files/BM000799936.jpg	https://zenodo.org/record/1480338/files/BM000799936.json	f4c3e8b1-6492-4b91-a722-575a6814f4fb
131	131	BM001099759	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0132_BM001099759.jpg	data_rds/02_raw_images/main500/main500_row0132_BM001099759.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0132_BM001099759.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0132_BM001099759.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0132_BM001099759.jpg	http://dx.doi.org/10.5281/zenodo.1480647	https://zenodo.org/record/1480647/files/BM001099759.jpg	https://zenodo.org/record/1480647/files/BM001099759.json	cef0f7d7-bfc1-45b9-834b-fe43cd3f15a9
132	132	L_0044156	False	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0133_L_0044156.jpg	data_rds/02_raw_images/main500/main500_row0133_L_0044156.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0133_L_0044156.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0133_L_0044156.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0133_L_0044156.jpg	http://dx.doi.org/10.5281/zenodo.1486774	https://zenodo.org/record/1486774/files/L  0044156.jpg	https://zenodo.org/record/1486774/files/L  0044156.json	http://data.biodiversitydata.nl/naturalis/specimen/L%20%200044156
133	133	E00718160	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0134_E00718160.jpg	data_rds/02_raw_images/main500/main500_row0134_E00718160.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0134_E00718160.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0134_E00718160.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0134_E00718160.jpg	http://dx.doi.org/10.5281/zenodo.1484239	https://zenodo.org/record/1484239/files/E00718160.jpg	https://zenodo.org/record/1484239/files/E00718160.json	http://data.rbge.org.uk/herb/E00718160
134	134	K000290665	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0135_K000290665.jpg	data_rds/02_raw_images/main500/main500_row0135_K000290665.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0135_K000290665.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0135_K000290665.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0135_K000290665.jpg	http://dx.doi.org/10.5281/zenodo.1485814	https://zenodo.org/record/1485814/files/K000290665.jpg	https://zenodo.org/record/1485814/files/K000290665.json	http://specimens.kew.org/herbarium/K000290665
135	135	K000470252	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0136_K000470252.jpg	data_rds/02_raw_images/main500/main500_row0136_K000470252.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0136_K000470252.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0136_K000470252.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0136_K000470252.jpg	http://dx.doi.org/10.5281/zenodo.1485858	https://zenodo.org/record/1485858/files/K000470252.jpg	https://zenodo.org/record/1485858/files/K000470252.json	http://specimens.kew.org/herbarium/K000470252
136	136	K001145702	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0137_K001145702.jpg	data_rds/02_raw_images/main500/main500_row0137_K001145702.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0137_K001145702.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0137_K001145702.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0137_K001145702.jpg	http://dx.doi.org/10.5281/zenodo.1486664	https://zenodo.org/record/1486664/files/K001145702.jpg	https://zenodo.org/record/1486664/files/K001145702.json	http://specimens.kew.org/herbarium/K001145702
137	137	K000099015	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0138_K000099015.jpg	data_rds/02_raw_images/main500/main500_row0138_K000099015.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0138_K000099015.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0138_K000099015.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0138_K000099015.jpg	http://dx.doi.org/10.5281/zenodo.1485767	https://zenodo.org/record/1485767/files/K000099015.jpg	https://zenodo.org/record/1485767/files/K000099015.json	http://specimens.kew.org/herbarium/K000099015
138	138	L.2592773	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0139_L.2592773.jpg	data_rds/02_raw_images/main500/main500_row0139_L.2592773.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0139_L.2592773.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0139_L.2592773.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0139_L.2592773.jpg	http://dx.doi.org/10.5281/zenodo.1486936	https://zenodo.org/record/1486936/files/L.2592773.jpg	https://zenodo.org/record/1486936/files/L.2592773.json	http://data.biodiversitydata.nl/naturalis/specimen/L.2592773
139	139	BR0000013228224	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0140_BR0000013228224.jpg	data_rds/02_raw_images/main500/main500_row0140_BR0000013228224.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0140_BR0000013228224.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0140_BR0000013228224.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0140_BR0000013228224.jpg	http://dx.doi.org/10.5281/zenodo.1483244	https://zenodo.org/record/1483244/files/BR0000013228224.jpg	https://zenodo.org/record/1483244/files/BR0000013228224.json	http://www.botanicalcollections.be/specimen/BR0000013228224
140	140	L.2259981	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0141_L.2259981.jpg	data_rds/02_raw_images/main500/main500_row0141_L.2259981.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0141_L.2259981.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0141_L.2259981.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0141_L.2259981.jpg	http://dx.doi.org/10.5281/zenodo.1486902	https://zenodo.org/record/1486902/files/L.2259981.jpg	https://zenodo.org/record/1486902/files/L.2259981.json	http://data.biodiversitydata.nl/naturalis/specimen/L.2259981
141	141	BM001066071	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0142_BM001066071.jpg	data_rds/02_raw_images/main500/main500_row0142_BM001066071.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0142_BM001066071.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0142_BM001066071.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0142_BM001066071.jpg	http://dx.doi.org/10.5281/zenodo.1480628	https://zenodo.org/record/1480628/files/BM001066071.jpg	https://zenodo.org/record/1480628/files/BM001066071.json	99581b29-ee92-459b-b7d4-0a697ca3dceb
142	142	L.2153797	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0143_L.2153797.jpg	data_rds/02_raw_images/main500/main500_row0143_L.2153797.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0143_L.2153797.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0143_L.2153797.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0143_L.2153797.jpg	http://dx.doi.org/10.5281/zenodo.1486890	https://zenodo.org/record/1486890/files/L.2153797.jpg	https://zenodo.org/record/1486890/files/L.2153797.json	http://data.biodiversitydata.nl/naturalis/specimen/L.2153797
143	143	BM001037513	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0144_BM001037513.jpg	data_rds/02_raw_images/main500/main500_row0144_BM001037513.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0144_BM001037513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0144_BM001037513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0144_BM001037513.jpg	http://dx.doi.org/10.5281/zenodo.1480579	https://zenodo.org/record/1480579/files/BM001037513.jpg	https://zenodo.org/record/1480579/files/BM001037513.json	dee7964f-46cb-495f-b132-c1be0dbaf2b0
144	144	BM001209655	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0145_BM001209655.jpg	data_rds/02_raw_images/main500/main500_row0145_BM001209655.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/main500_row0145_BM001209655.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/main500/main500_row0145_BM001209655.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main_data/main500_row0145_BM001209655.jpg	http://dx.doi.org/10.5281/zenodo.1480784	https://zenodo.org/record/1480784/files/BM001209655.jpg	https://zenodo.org/record/1480784/files/BM001209655.json	7dab523f-d6b2-4a8f-958c-fc801c3dedb3
