new250_task_id	all750_idx0	specimen_id	image_exists	chosen_image_path	original_local_jpeg	candidate_paths	DOI	jpegURL	jsonURL	occurrenceID
54	554	BR0000005785315	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0055_BR0000005785315.jpg	data_rds/02_raw_images/new250/new250_row0055_BR0000005785315.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0055_BR0000005785315.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0055_BR0000005785315.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0055_BR0000005785315.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0055_BR0000005785315.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0055_BR0000005785315.jpg	http://dx.doi.org/10.5281/zenodo.1480862	https://zenodo.org/record/1480862/files/BR0000005785315.jpg	https://zenodo.org/record/1480862/files/BR0000005785315.json	http://www.botanicalcollections.be/specimen/BR0000005785315
55	555	EIG.4866	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0056_EIG.4866.jpg	data_rds/02_raw_images/new250/new250_row0056_EIG.4866.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0056_EIG.4866.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0056_EIG.4866.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0056_EIG.4866.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0056_EIG.4866.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0056_EIG.4866.jpg	http://dx.doi.org/10.5281/zenodo.1485118	https://zenodo.org/record/1485118/files/EIG.4866.jpg	https://zenodo.org/record/1485118/files/EIG.4866.json	http://id.luomus.fi/EIG.4866
56	556	EIG.5251	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0057_EIG.5251.jpg	data_rds/02_raw_images/new250/new250_row0057_EIG.5251.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0057_EIG.5251.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0057_EIG.5251.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0057_EIG.5251.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0057_EIG.5251.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0057_EIG.5251.jpg	http://dx.doi.org/10.5281/zenodo.1485126	https://zenodo.org/record/1485126/files/EIG.5251.jpg	https://zenodo.org/record/1485126/files/EIG.5251.json	http://id.luomus.fi/EIG.5251
57	557	K000807066	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0058_K000807066.jpg	data_rds/02_raw_images/new250/new250_row0058_K000807066.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0058_K000807066.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0058_K000807066.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0058_K000807066.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0058_K000807066.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0058_K000807066.jpg	http://dx.doi.org/10.5281/zenodo.1486000	https://zenodo.org/record/1486000/files/K000807066.jpg	https://zenodo.org/record/1486000/files/K000807066.json	http://specimens.kew.org/herbarium/K000807066
58	558	E00315011	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0059_E00315011.jpg	data_rds/02_raw_images/new250/new250_row0059_E00315011.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0059_E00315011.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0059_E00315011.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0059_E00315011.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0059_E00315011.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0059_E00315011.jpg	http://dx.doi.org/10.5281/zenodo.1483934	https://zenodo.org/record/1483934/files/E00315011.jpg	https://zenodo.org/record/1483934/files/E00315011.json	http://data.rbge.org.uk/herb/E00315011
59	559	WAG.1163030	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0060_WAG.1163030.jpg	data_rds/02_raw_images/new250/new250_row0060_WAG.1163030.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0060_WAG.1163030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0060_WAG.1163030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0060_WAG.1163030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0060_WAG.1163030.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0060_WAG.1163030.jpg	http://dx.doi.org/10.5281/zenodo.1491148	https://zenodo.org/record/1491148/files/WAG.1163030.jpg	https://zenodo.org/record/1491148/files/WAG.1163030.json	http://data.biodiversitydata.nl/naturalis/specimen/WAG.1163030
60	560	K000954210	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0061_K000954210.jpg	data_rds/02_raw_images/new250/new250_row0061_K000954210.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0061_K000954210.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0061_K000954210.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0061_K000954210.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0061_K000954210.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0061_K000954210.jpg	http://dx.doi.org/10.5281/zenodo.1486528	https://zenodo.org/record/1486528/files/K000954210.jpg	https://zenodo.org/record/1486528/files/K000954210.json	http://specimens.kew.org/herbarium/K000954210
61	561	EIG.6930	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0062_EIG.6930.jpg	data_rds/02_raw_images/new250/new250_row0062_EIG.6930.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0062_EIG.6930.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0062_EIG.6930.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0062_EIG.6930.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0062_EIG.6930.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0062_EIG.6930.jpg	http://dx.doi.org/10.5281/zenodo.1485197	https://zenodo.org/record/1485197/files/EIG.6930.jpg	https://zenodo.org/record/1485197/files/EIG.6930.json	http://id.luomus.fi/EIG.6930
62	562	K000945563	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0063_K000945563.jpg	data_rds/02_raw_images/new250/new250_row0063_K000945563.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0063_K000945563.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0063_K000945563.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0063_K000945563.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0063_K000945563.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0063_K000945563.jpg	http://dx.doi.org/10.5281/zenodo.1486518	https://zenodo.org/record/1486518/files/K000945563.jpg	https://zenodo.org/record/1486518/files/K000945563.json	http://specimens.kew.org/herbarium/K000945563
63	563	HA.H3016850	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0064_HA.H3016850.jpg	data_rds/02_raw_images/new250/new250_row0064_HA.H3016850.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0064_HA.H3016850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0064_HA.H3016850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0064_HA.H3016850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0064_HA.H3016850.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0064_HA.H3016850.jpg	http://dx.doi.org/10.5281/zenodo.1485596	https://zenodo.org/record/1485596/files/HA.H3016850.jpg	https://zenodo.org/record/1485596/files/HA.H3016850.json	http://id.luomus.fi/HA.H3016850
64	564	HA.H9502487	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0065_HA.H9502487.jpg	data_rds/02_raw_images/new250/new250_row0065_HA.H9502487.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0065_HA.H9502487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0065_HA.H9502487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0065_HA.H9502487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0065_HA.H9502487.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0065_HA.H9502487.jpg	http://dx.doi.org/10.5281/zenodo.1485636	https://zenodo.org/record/1485636/files/HA.H9502487.jpg	https://zenodo.org/record/1485636/files/HA.H9502487.json	http://id.luomus.fi/HA.H9502487
65	565	HA.H9503781	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0066_HA.H9503781.jpg	data_rds/02_raw_images/new250/new250_row0066_HA.H9503781.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0066_HA.H9503781.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0066_HA.H9503781.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0066_HA.H9503781.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0066_HA.H9503781.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0066_HA.H9503781.jpg	http://dx.doi.org/10.5281/zenodo.1485656	https://zenodo.org/record/1485656/files/HA.H9503781.jpg	https://zenodo.org/record/1485656/files/HA.H9503781.json	http://id.luomus.fi/HA.H9503781
66	566	HA.H9500048	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0067_HA.H9500048.jpg	data_rds/02_raw_images/new250/new250_row0067_HA.H9500048.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0067_HA.H9500048.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0067_HA.H9500048.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0067_HA.H9500048.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0067_HA.H9500048.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0067_HA.H9500048.jpg	http://dx.doi.org/10.5281/zenodo.1485628	https://zenodo.org/record/1485628/files/HA.H9500048.jpg	https://zenodo.org/record/1485628/files/HA.H9500048.json	http://id.luomus.fi/HA.H9500048
67	567	HA.H9504020	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0068_HA.H9504020.jpg	data_rds/02_raw_images/new250/new250_row0068_HA.H9504020.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0068_HA.H9504020.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0068_HA.H9504020.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0068_HA.H9504020.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0068_HA.H9504020.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0068_HA.H9504020.jpg	http://dx.doi.org/10.5281/zenodo.1485658	https://zenodo.org/record/1485658/files/HA.H9504020.jpg	https://zenodo.org/record/1485658/files/HA.H9504020.json	http://id.luomus.fi/HA.H9504020
68	568	E00209246	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0069_E00209246.jpg	data_rds/02_raw_images/new250/new250_row0069_E00209246.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0069_E00209246.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0069_E00209246.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0069_E00209246.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0069_E00209246.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0069_E00209246.jpg	http://dx.doi.org/10.5281/zenodo.1483850	https://zenodo.org/record/1483850/files/E00209246.jpg	https://zenodo.org/record/1483850/files/E00209246.json	http://data.rbge.org.uk/herb/E00209246
69	569	K000533059	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0070_K000533059.jpg	data_rds/02_raw_images/new250/new250_row0070_K000533059.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0070_K000533059.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0070_K000533059.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0070_K000533059.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0070_K000533059.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0070_K000533059.jpg	http://dx.doi.org/10.5281/zenodo.1485879	https://zenodo.org/record/1485879/files/K000533059.jpg	https://zenodo.org/record/1485879/files/K000533059.json	http://specimens.kew.org/herbarium/K000533059
70	570	E00762441	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0071_E00762441.jpg	data_rds/02_raw_images/new250/new250_row0071_E00762441.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0071_E00762441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0071_E00762441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0071_E00762441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0071_E00762441.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0071_E00762441.jpg	http://dx.doi.org/10.5281/zenodo.1484295	https://zenodo.org/record/1484295/files/E00762441.jpg	https://zenodo.org/record/1484295/files/E00762441.json	http://data.rbge.org.uk/herb/E00762441
71	571	P04560687	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0072_P04560687.jpg	data_rds/02_raw_images/new250/new250_row0072_P04560687.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0072_P04560687.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0072_P04560687.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0072_P04560687.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0072_P04560687.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0072_P04560687.jpg	http://dx.doi.org/10.5281/zenodo.1487383	https://zenodo.org/record/1487383/files/P04560687.jpg	https://zenodo.org/record/1487383/files/P04560687.json	http://coldb.mnhn.fr/catalognumber/mnhn/p/p04560687
72	572	EIG.1513	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0073_EIG.1513.jpg	data_rds/02_raw_images/new250/new250_row0073_EIG.1513.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0073_EIG.1513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0073_EIG.1513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0073_EIG.1513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0073_EIG.1513.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0073_EIG.1513.jpg	http://dx.doi.org/10.5281/zenodo.1484984	https://zenodo.org/record/1484984/files/EIG.1513.jpg	https://zenodo.org/record/1484984/files/EIG.1513.json	http://id.luomus.fi/EIG.1513
73	573	EIG.1524	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0074_EIG.1524.jpg	data_rds/02_raw_images/new250/new250_row0074_EIG.1524.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0074_EIG.1524.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0074_EIG.1524.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0074_EIG.1524.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0074_EIG.1524.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0074_EIG.1524.jpg	http://dx.doi.org/10.5281/zenodo.1484986	https://zenodo.org/record/1484986/files/EIG.1524.jpg	https://zenodo.org/record/1484986/files/EIG.1524.json	http://id.luomus.fi/EIG.1524
74	574	EIG.1561	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0075_EIG.1561.jpg	data_rds/02_raw_images/new250/new250_row0075_EIG.1561.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0075_EIG.1561.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0075_EIG.1561.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0075_EIG.1561.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0075_EIG.1561.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0075_EIG.1561.jpg	http://dx.doi.org/10.5281/zenodo.1484992	https://zenodo.org/record/1484992/files/EIG.1561.jpg	https://zenodo.org/record/1484992/files/EIG.1561.json	http://id.luomus.fi/EIG.1561
75	575	BM000804813	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0076_BM000804813.jpg	data_rds/02_raw_images/new250/new250_row0076_BM000804813.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0076_BM000804813.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0076_BM000804813.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0076_BM000804813.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0076_BM000804813.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0076_BM000804813.jpg	http://dx.doi.org/10.5281/zenodo.1480340	https://zenodo.org/record/1480340/files/BM000804813.jpg	https://zenodo.org/record/1480340/files/BM000804813.json	e0bff9e5-d8eb-4a94-8254-15eeee667b40
76	576	EIG.5460	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0077_EIG.5460.jpg	data_rds/02_raw_images/new250/new250_row0077_EIG.5460.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0077_EIG.5460.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0077_EIG.5460.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0077_EIG.5460.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0077_EIG.5460.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0077_EIG.5460.jpg	http://dx.doi.org/10.5281/zenodo.1485130	https://zenodo.org/record/1485130/files/EIG.5460.jpg	https://zenodo.org/record/1485130/files/EIG.5460.json	http://id.luomus.fi/EIG.5460
77	577	EIG.5686	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0078_EIG.5686.jpg	data_rds/02_raw_images/new250/new250_row0078_EIG.5686.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0078_EIG.5686.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0078_EIG.5686.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0078_EIG.5686.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0078_EIG.5686.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0078_EIG.5686.jpg	http://dx.doi.org/10.5281/zenodo.1485134	https://zenodo.org/record/1485134/files/EIG.5686.jpg	https://zenodo.org/record/1485134/files/EIG.5686.json	http://id.luomus.fi/EIG.5686
78	578	K001203450	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0079_K001203450.jpg	data_rds/02_raw_images/new250/new250_row0079_K001203450.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0079_K001203450.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0079_K001203450.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0079_K001203450.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0079_K001203450.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0079_K001203450.jpg	http://dx.doi.org/10.5281/zenodo.1486693	https://zenodo.org/record/1486693/files/K001203450.jpg	https://zenodo.org/record/1486693/files/K001203450.json	http://specimens.kew.org/herbarium/K001203450
79	579	H.1034530	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0080_H.1034530.jpg	data_rds/02_raw_images/new250/new250_row0080_H.1034530.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0080_H.1034530.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0080_H.1034530.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0080_H.1034530.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0080_H.1034530.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0080_H.1034530.jpg	http://dx.doi.org/10.5281/zenodo.1485426	https://zenodo.org/record/1485426/files/H.1034530.jpg	https://zenodo.org/record/1485426/files/H.1034530.json	http://id.luomus.fi/H.1034530
80	580	E00702463	True	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0081_E00702463.jpg	data_rds/02_raw_images/new250/new250_row0081_E00702463.jpg	/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0081_E00702463.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/nhm_scribe_repo/data_rds/02_raw_images/new250/new250_row0081_E00702463.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new250/new250_row0081_E00702463.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/new_data/new250_row0081_E00702463.jpg|/mnt/iusers01/sk01/f70829xm/code/nhm/data_rds/02_raw_images/main500/new250_row0081_E00702463.jpg	http://dx.doi.org/10.5281/zenodo.1484213	https://zenodo.org/record/1484213/files/E00702463.jpg	https://zenodo.org/record/1484213/files/E00702463.json	http://data.rbge.org.uk/herb/E00702463
